item,projeto_id_fiotec,titulo_projeto,objetivo_geral,coordenador_geral,coordenacao,numero_processo,tipo_instrumento_contratual,parceiro,categoria_teds,numero_instrumento_contratual,natureza_projeto,data_inicio_vigencia,data_fim_vigencia,eixo_mapa_estrategico_fiocruz,valor_total_projetos,recurso_liberado,recurso_a_receber,total_realizado,total_comprometido,saldo_total_atual,saldo_calculado,diferenca_saldo,percentual_realizado_sobre_liberado,percentual_receber_sobre_total
1,GEREB-005-FEX-20,"Saúde Digital Para O Enfrentamento Da Covid-19 Nos Territõrios Do Distrito Federal (Fap, Fiotec. Fiocruz)","Apoiar A Execução E O Desenvolvimento De Projetos E Ações De Pesquisa, Inovação E Extensão Voltadas Para:  I) O Desenvolvimento E Incorporação De Tecnologias Digitais Para O Diagnóstico, O Tratamento Da Infecção Causada Pelo Covid-19 E A Prevenção Com Maior Precisão Das Ações De Contenção Do Surto Nos Territórios; Ii) Capacitação Da Força De Trabalho Para Atuar No Ambiente De Saúde Digital E, Iii) Fomento Da Rede Cooperativa De Ciência E Tecnologia Da Cadeia De Inovação Digital Do Df Para O Desenvolvimento De Pesquisas Tecnológicas De Enfrentamento De Doenças Infectocontagiosas, Contribuindo Para A Cooperação Entre A Fiocruz, A Secretaria De Estado De Saúde Do Distrito Federa, A Fap/Df E Outros Parceiros.",Wagner de Jesus Martins,COLABORATÓRIO,25027.000032/2020-90,CONVÊNIO PD&I,FAP/DF,,59/2020,Desenvolvimento Científico E Tecnológico,2020-06-01,2026-06-27,Inovação E Complexo Produtivo Em Saúde,10000000.0,12532089.71,0.0,10096134.53,261666.75,2174288.43,2174288.43,0.0,80.56,0.0
2,GEREB-007-FIO-20,Fortalecimento Da Vigilância Das Infecções Crônicas E Sexualmente Transmissíveis Na Atenção À Saúde.,"Estabelecer Mecanismos De Coordenação Para Integração Das Ações De Vigilância E Cuidado, No Âmbito Das Redes De Atenção, Com Vistas A Ampliar A Resposta Às Doenças Transmissíveis De Condições Crônicas E Infecções Sexualmente Transmissíveis (Ist).",Noely Fabiana Oliveira De Moura,NEVS,25027.000047/2020-58,TED,MINISTÉRIO DA SAÚDE,TED MS,49/2020,Desenvolvimento Científico E Tecnológico,2020-07-29,2026-07-02,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",35000000.0,37759567.41,0.0,34793040.61,2099887.13,866639.67,866639.67,0.0,92.14,0.0
3,GEREB-008-FIO-20,"Gestão E Governança No Campo Da Ciência, Tecnologia E Inovação Em Saúde (Ct&Is)","Contribuir Para A Produção De Conhecimento E Para O Desenvolvimento De Capacidades E Ferramentas Atrelados Ao Aprimoramento Da Gestão E Ao Aumento Da Capacidade De Governança No Campo Da Ciência, Tecnologia E Inovação Em Saúde (Ct&Is).",José Antonio Silvestre Fernandes Neto,ASSESSORIAS,25027.000046/2020-11,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,50/2020,Pesquisa,2020-08-12,2026-08-05,"Ciência, Tecnologia, Saúde E Sociedade",31103328.0,31199512.85,2500000.0,31130699.28,96560.4,-27746.83,-27746.83,0.0,99.78,8.04
4,GEREB-022-FIO-20,Educação Para O Desenvolvimento Dos Servidores Públicos Federais Do Ministério Da Saúde.,"Promover O Desenvolvimento De Pessoas, De Acordo Com O Plano De Desenvolvimento De Pessoas (Pdp) Do Ministério Da Saúde (Ms), Por Meio De Atividades Educacionais.",Luciana Sepúlveda Köptcke,EGF,25027.000200/2020-47,TED,MINISTÉRIO DA SAÚDE,TED MS,109/2020,Ensino,2020-12-29,2026-12-01,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",4291963.0,4509934.8,41292.0,4198991.19,257307.0,53636.61,53636.61,0.0,93.11,0.96
5,GEREB-013-FIO-21,Gestão Estratégica Para Acesso E Qualidade Da Assistência Farmacêutica No Sus.,Contribuir Com As Ações Que Visam A Efetividade Da Gestão Estratégica E Para O Aperfeiçoamento Da Assistência Farmacêutica No Sus.,Daniella Cristina Rodrigues Pereira,CPP,25027.000166/2021-91,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,52/2021,Extensão,2021-12-10,2026-11-30,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",55407026.0,59200857.59,0.0,55240431.98,5493588.09,-1533162.48,-1533162.48,0.0,93.31,0.0
6,GEREB-009-FEX-22,Supervisão Clínico-Institucional Às Equipes Dos Centros De Atenção Psicossocial (Caps) Do Distrito Federal (Df),"Qualificar As Ações Ofertadas Pelos Serviços De Saúde Mental, Álcool E Outras Drogas No Df Por Meio Da Supervisão Clínico- Institucional Com Vistas À Minimização Dos Impactos Relacionados À Espin Decorrente Da Covid-19, Conforme Orientações Da Art. 2º Portaria Gm/Ms Nº 3.350, De 8 De Dezembro De 2020.",André Vinícius Pires Guerrero,NUSMAD,25027.000096/2021-71,CONVÊNIO PD&I,SES/DF,,57/2022,Estímulo À Inovação,2022-06-02,2027-06-02,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",4117133.33,2284017.63,1991646.0,2196926.98,9600.0,77490.65,77490.65,0.0,96.19,48.37
7,GEREB-010-FEX-22,Oferta Do Curso De Especialização Em Medicina De Família E Comunidade,"Cooperação Técnica E Científica Entre Os Parceiros Para Desenvolver O Projeto ""Oferta De Curso De Especialização Em Medicina De Família E Comunidade"", Na Modalidade De Educação À Distância (Ead), Em Seus Componentes De Ensino, Supervisão E Avaliação, Destinado Aos Médicos, Realizando Formação Em Medicina Da Família E Comunidade (Mfc),No Âmbito Do Programa Médicos Pelo Brasil (Pmpb).",Kellen Cristina Da Silva Gasque,UNASUS,25027.000080/2022-40,CONVÊNIO PD&I,ADAPS,,70/2022,Estímulo À Inovação,2022-06-08,2026-08-08,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",37071299.38,38747978.98,0.0,38441183.33,35981.61,270814.04,270814.04,0.0,99.21,0.0
8,GEREB-021-FIO-22,"Aprimoramento, Qualificação E Gestão De Vigilância Laboratorial","Elaboração E Desenvolvimento De Ações E Estratégias Volt Adas À Estruturação, Qualificação E Melhoria De Gestão Do Componente Laboratorial Da Vigilância Em Saúde.",Noely Fabiana Oliveira De Moura,NEVS,25027.000089/2022-51,TED,MINISTÉRIO DA SAÚDE,TED MS,25/2022,Desenvolvimento Científico E Tecnológico,2022-09-02,2026-07-20,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1500000.0,1587336.02,0.0,1563874.88,23445.0,16.14,16.14,0.0,98.52,0.0
9,GEREB-024-FIO-22,Programa De Formação A Distância Destinado A Profissionais E Gestores Do Setor De Saúde Que Atuam Nas Políticas De Promoção De Equidade Em Saúde.,"Desenvolver Um Programa Educacional À Distância Pelo Sistema Una-Sus Destinado A Profissionais E Gestores Do Setor De Saúde Voltado Para As Seguintes Políticas De Equidade Em Saúde:  I)Da População Negra; Ii)Das Pessoas Com Albinismo; Iii)Da População Quilombola; Iv)Do Povo Cigano/Romani; V)De Adolescentes Em Conflito Com A Lei; Vi)De Imigrantes, Refugiados E Apátridas; Vii)Das Populações Itinerantes; Viii)Dos Direitos Humanos E Saúde; E Ix)Da Gestão E Implantação De Políticas De Equidade No Sus.",Kellen Cristina Da Silva Gasque,UNASUS,25027.000081/2022-94,TED,MINISTÉRIO DA SAÚDE,TED MS,14/2022,Ensino,2022-09-15,2027-02-04,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",2826360.0,3110620.46,0.0,2594849.9,64510.4,451260.16,451260.16,0.0,83.42,0.0
10,GEREB-001-FIO-23,Apoio Ao Monitoramento E Avaliação Do 1° Ciclo Formativo Dos Programas De Provimento De Profissionais De Saúde Do Ministério Da Saúde,"Desenvolver Pesquisas E Soluções De Apoio À Gestão, De Forma A Dar Continuidade Às Ações Da Se/Una-Sus Visando Ao Monitoramento E Avaliação Do 1º Ciclo Formativo Dos Participantes Dos Programas De Provimento De Profissionais De Saúde Do Ms (Ppps).",Kellen Cristina Da Silva Gasque,UNASUS,25027.000362/2022-47,TED,MINISTÉRIO DA SAÚDE,TED MS,79/2022,Ensino,2023-01-06,2027-06-14,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",3500000.0,3176728.27,527815.0,3025326.49,149931.71,1470.07,1470.07,0.0,95.23,15.08
11,GEREB-002-FIO-23,Avaliação Da Morbidade Materna Grave Em Serviços De Assistência Ao Parto E Nascimento No Brasil.,Identificar A Magnitude Da Morbidade Materna Grave E Seus Determinantes Em Maternidades Com Representatividade Nacional.,Maria Do Carmo Leal,COLABORATÓRIO,25027.000354/2022-09,EMENDA PARLAMENTAR,DEP. PAULA BELMONTE,,40530019,Pesquisa,2023-01-10,2027-01-10,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",542153.0,588282.88,1153.0,490149.32,81400.0,16733.56,16733.56,0.0,83.32,0.21
12,GEREB-015-FIO-23,Saúde Das Mulheres E Suas Interseccionalidades.,"Suporte A Formação-Ação Em Promoção E Vigilância Em Saúde, Ambiente E Trabalho - Saúde Das Mulheres E Suas Interseccionalidades.",André Luiz Dutra Fenner,PSAT,25027.000132/2023-69,EMENDA PARLAMENTAR,EMENDA COMISSÃO DEFESA DOS DIREITOS DA MULHER,,50360004,Ensino,2023-09-01,2026-11-01,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",503310.0,293659.05,218310.0,290784.78,0.0,2874.27,2874.27,0.0,99.02,43.37
13,GEREB-019-FIO-23,Fortalecimento Das Políticas Públicas De Prevenção De Riscos De Desastres,Suporte Técnico-Científico Ao Departamento De Redução De Risco Desastres Da Secretaria Nacional De Periferias Do Revisão E Qualificação Das Políticas Públicas De Redução De Risco De Desastres.,Wagner de Jesus Martins,COLABORATÓRIO,25027.000254/2023-55,TED,MINISTÉRIO DAS CIDADES,TED MCIDADES,001/2023,Desenvolvimento Científico E Tecnológico,2023-09-27,2028-09-27,"Ciência, Tecnologia, Saúde E Sociedade",45038140.0,49872587.66,0.0,35735514.92,2077083.45,12059989.29,12059989.29,0.0,71.65,0.0
14,GEREB-018-FIO-23,Aprimoramento Das Práticas Institucionais No Âmbito Do Ministério Da Saúde,"Aprimorar Práticas E Competências Das Diversas Áreas Do Ministério Da Saúde Na Gestão Das Demandas Advindas De Articulações, Bem Como Produzir Dados, Informações E Produtos Que Contribuam Para A Tomada De Decisão Dos Gestores Do Ministério Da Saúde.",José Antonio Silvestre Fernandes Neto,ASSESSORIAS,25027.000278/2023-12,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,15/2023,Desenvolvimento Institucional,2023-09-27,2028-09-27,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",183000000.0,96692989.73,88716667.0,96154394.37,2658630.58,-2120035.22,-2120035.22,0.0,99.44,48.48
15,GEREB-023-FIO-23,"Implementação De Modelo De Governança E Gestão Das Cooperações Técnicas Nacional E Internacional, No Âmbito Do Ministério Da Saúde","Implementar, No Âmbito Do Ministério Da Saúde, Modelo De Governança E Gestão Das Cooperações Técnicas Nacional E Internacional.",Márcio Aldrin França Cavalcante,NUGP,25027.000233/2023-30,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,37/2023,Desenvolvimento Institucional,2023-11-29,2027-11-29,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",60352517.0,38836031.46,23098507.78,29709078.8,177770.54,8949182.12,8949182.12,0.0,76.5,38.27
16,GEREB-021-FIO-23,Fortalecimento Do Programa De Treinamento Em Epidemiologia Aplicada Aos Serviços Do Sus – Nível Intermediário.,"Realizar Cursos De Especialização Visando Melhorar A Capacidade De Detecção, Resposta E Comunicação De Problemas De Saúde Pública, Por Meio Da Capacitação De Profissionais Que Atuam Na Área Da Vigilância Em Saúde Da Esfera Federal, De Estados/Regionais E Municípios Das Diferentes Regiões Do Brasil.",Noely Fabiana Oliveira De Moura,NEVS,25027.000178/2023-88,TED,MINISTÉRIO DA SAÚDE,TED MS,10/2023,Ensino,2023-11-29,2027-11-29,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",4500000.0,4415294.64,757500.0,1896287.38,168389.51,2350617.75,2350617.75,0.0,42.95,16.83
17,GEREB-022-FIO-23,"Desenvolvimento Sustentável Dos Povos E Comunidades Tradicionais De Matriz Africana E De Terreiros, Quilombolas E Ciganos Do Brasil.","Promover O Desenvolvimento Sustentável Dos Povos E Comunidades Tradicionais De Matriz Africana E De Terreiros, Quilombolas E Ciganos Do Brasil.",Denise Oliveira E Silva,PALIN,25027.000354/2023-81,TED,MINISTÉRIO DA IGUALDADE RACIAL,TED MIR,18/2023,Pesquisa,2023-11-29,2026-08-26,Saúde E Sustentabilidade Socioambiental,4803000.0,5251038.54,0.0,4338747.58,96969.75,815321.21,815321.21,0.0,82.63,0.0
19,GEREB-025-FIO-23,Abordagens Intersetoriais E Integradas Para Uma Política De Drogas Para Pessoas No Brasil.,"Promover A Articulação, A Qualificação E A Integração De Políticas Públicas Sobre Drogas Em Municípios Prioritários Das Unidades Da Federação, Com Ênfase Na Prevenção, Articulação Intra E Intersetorial E Formação De Trabalhadores",André Vinícius Pires Guerrero,NUSMAD,25027.000206/2023-67,TED,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,TED MJSP,04/2023,Extensão,2023-12-06,2026-06-06,"Ciência, Tecnologia, Saúde E Sociedade",25748326.34,25680135.2,1162386.6,24794334.46,374096.57,511704.17,511704.17,0.0,96.55,4.51
20,GEREB-029-FIO-23,Inteligência Estratégica Na Transformação Digital Em Saúde.,"Desenvolver Processo De Inteligência Estratégica Baseado Na Transformação Digital Em Saúde Capaz De Promover, Mobilizar E Integrar Conhecimentos E Competências Para Auxiliar No Monitoramento, Na Avaliação E Na Disseminação De Informações Em Saúde.",Wagner de Jesus Martins,COLABORATÓRIO,25027.000375/2023-05,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,39/2023,Desenvolvimento Científico E Tecnológico,2023-12-14,2027-12-14,"Ciência, Tecnologia, Saúde E Sociedade",5000000.0,4127221.78,1000000.0,3575683.58,143100.26,408437.94,408437.94,0.0,86.64,20.0
21,GEREB-030-FIO-23,Escola De Promotores De Saúde.,"Contribuir Com O Desenvolvimento De Territórios Saudáveis E Sustentáveis, Valorizando O Protagonismo Dos Movimentos Sociais E Populares Na Proposição E Implementação De Políticas Públicas De Saúde.",Osvaldo Peralta Bonetti,ANGICOS,25027.000368/2023-03,EMENDA PARLAMENTAR,DEP. BOHN GASS,,28620017,Ensino,2023-12-20,2026-06-20,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",828367.0,875966.76,0.0,870051.5,5000.0,915.26,915.26,0.0,99.32,0.0
22,GEREB-031-FIO-23,Programa De Formação De Agentes Educadoras/Es Populares De Saúde.,"Promover Uma Rede Nacional De Agentes Educadoras/Es Populares De Saúde, Voltada Para O Fortalecimento Do Sus E O Desenvolvimento De Territórios Saudáveis E Sustentáveis, Incentivando E Valorizando As Práticas Tradicionais E Populares De Cuidado, A Comunicação E A Educação Popular Em Saúde.",Osvaldo Peralta Bonetti,ANGICOS,25027.000292/2023-16,TED,MINISTÉRIO DA SAÚDE,TED MS,63/2023,Ensino,2023-12-21,2026-12-07,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",23698852.0,24667211.2,3852.0,24050376.31,452080.0,164754.89,164754.89,0.0,97.5,0.02
23,GEREB-032-FIO-23,Promoção Do Acolhimento Em Defesa Dos Direitos Das Pessoas Lgbtqia+.,Desenvolver E Testar Política Pública Baseada Em Tecnologias Sociais De Acolhimento Para A População Lgbtqia+.,Wagner de Jesus Martins,COLABORATÓRIO,25027.000370/2023-74,TED,MINISTÉRIO DOS DIREITOS HUMANOS E DA CIDADANIA,TED MDHC,30993120230001-00166,Pesquisa,2023-12-21,2026-06-01,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",2375000.0,2525484.79,0.0,2512777.09,0.0,12707.7,12707.7,0.0,99.5,0.0
24,GEREB-033-FIO-23,"Desenvolvimento E Aprimoramento De Ações Estratégicas De Preparação, Vigilância E Resposta Às Emergências Em Saúde Pública.","Desenvolver E Aprimorar As Ações Estratégicas De Preparação, Vigilância E Resposta Às Emergências Em Saúde Pública.",Márcio Aldrin França Cavalcante,NUGP,25027.000357/2023-15,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,55/2023,Pesquisa,2023-12-21,2028-12-21,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",40991199.0,21795967.54,20000000.0,18683402.36,2473379.18,639186.0,639186.0,0.0,85.72,48.79
25,GEREB-036-FIO-23,"Fortalecimento E Apoio Das Ações Voltadas Para A População Em Situação De Rua, Em Parceria Com O Ministério Dos Direitos Humanos E Da Cidadania","Prestar Apoio À Implementação, Consolidação Das Práticas Das Equipes Que Atuam Com A População Em Situação De Rua, Em Especial No Sistema Único De Saúde - Sus E No Sistema Único Da Assistência Social - Suas, Buscando Fomentar A Colaboração E O Intercâmbio De Conhecimento Entre Os Diferentes Atores, Para Identificar, Adaptar E Ampliar As Melhores Práticas Com A População Em Situação De Rua.",José Antonio Silvestre Fernandes Neto,ASSESSORIAS,25027.000391/2023-90,TED,MINISTÉRIO DOS DIREITOS HUMANOS E DA CIDADANIA,TED MDHC,06/2023,Extensão,2023-12-21,2026-06-30,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",4625000.0,4800810.8,0.0,4573802.85,186730.0,40277.95,40277.95,0.0,95.27,0.0
26,GEREB-035-FIO-23,"Capacitação Em Vigilância, Prevenção E Controle De Zoonoses, Doenças De Transmissão Vetorial E De Acidentes Causados Por Animais Peçonhentos E Venenosos, De Relevância Para A Saúde Pública","Promover O Fortalecimento, A Adequação E O Aperfeiçoamento Das Ações E Dos Serviços De Vigilância, Prevenção E O Controle De Zoonoses, Doenças De Transmissão Vetorial E Acidentes Causados Por Animais Peçonhentos E Venenosos, De Relevância Para A Saúde Pública.",Kellen Cristina Da Silva Gasque,UNASUS,25027.000314/2023-30,TED,MINISTÉRIO DA SAÚDE,TED MS,79/2023,Ensino,2023-12-22,2026-11-22,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",3000000.0,2210291.34,1000000.0,523193.23,72082.5,1615015.61,1615015.61,0.0,23.67,33.33
27,GEREB-037-FIO-23,Projeto De Pesquisa Aplicado À Inovação Nos Processos De Auditoria Do Sistema Único De Saúde,Promover Dinâmicas De Inovação Organizacional E Tecnológica Para Inserção Da Auditoria Interna Do Sus Em Um Ecossistema De Auditoria Inteligente Em Saúde.,Wagner de Jesus Martins,COLABORATÓRIO,25027.000353/2023-37,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,65/2023,Estímulo À Inovação,2023-12-22,2027-07-22,"Ciência, Tecnologia, Saúde E Sociedade",19594720.0,10711612.24,9121680.0,10161299.06,210586.78,339726.4,339726.4,0.0,94.86,46.55
28,GEREB-001-FIO-24,Educação Permanente Para A Rede De Atenção Psicossocial No Sistema Único De Saúde: Atenção Integral Às Pessoas Em Sofrimento Mental.,"Ofertar Curso De Atualização Na Perspectiva Da Educação Permanente Aos Profissionais Que Atuam Na Raps, De Modo A Fomentar Boas Práticas De Cuidado Que Estejam Em Consonância Com A Estratégia Da Redução De Danos E A Lógica Do Cuidado Em Liberdade.",André Vinícius Pires Guerrero,NUSMAD,25027.000382/2023-07,TED,MINISTÉRIO DA SAÚDE,TED MS,72/2023,Ensino,2023-12-29,2026-12-29,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",41370186.0,42402484.85,1370186.03,35859607.73,5197810.0,1345067.12,1345067.12,0.0,84.57,3.31
29,GEREB-002-FIO-24,O Ensino Da Saúde Digital No Brasil: Perspectivas E Desafios Na Formação Dos Profissionais De Saúde.,"Investigar A Presença E Abrangência Dos Conteúdos Relacionados À Saúde Digital Nos Currículos De Graduação E Pós-Graduação De Saúde Em Instituições De Ensino Superior Do País, Bem Como As Competências Necessárias Para A Atuação No Sistema Único De Saúde.",Débora Dupas Gonçalves Do Nascimento,UNASUS,25027.000351/2023-48,TED,MINISTÉRIO DA SAÚDE,TED MS,64/2023,Pesquisa,2023-12-28,2027-05-07,"Ciência, Tecnologia, Saúde E Sociedade",2176078.0,1753215.9,576582.0,576582.0,64100.0,681989.64,1112533.9,-430544.26,32.89,26.5
30,GEREB-003-FIO-24,Fortalecimento Do Centro Nacional De Inteligência Epidemiológica/Cnie Para Ampliar A Capacidade De Análises Epidemiológicas Dos Dados De Interesse Da Secretaria De Vigilância Em Saúde E Ambiente/Svsa/Ms,"Estruturar O Centro Nacional De Inteligência Epidemiológica Potencializando Sua Capacidade De Acesso, Extração, Processamento, Tratamento, Integração E Análise De Dados Epidemiológicos De Interesse Para A Vigilância Em Saúde E Ambiente, Detecção De Emergências Em Saúde E A Preparação Da Resposta, Fortalecendo Na Tomada De Decisões Baseadas Em Evidências, Em Consonância Com A Política Nacional De Vigilância Em Saúde.",Noely Fabiana Oliveira De Moura,NEVS,25027.000383/2023-43,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,82/2023,Desenvolvimento Científico E Tecnológico,2024-01-03,2029-01-03,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",15200000.0,9040047.36,7035000.0,3838221.88,483880.0,4717945.48,4717945.48,0.0,42.46,46.28
31,GEREB-008-FIO-24,Qualificação Do Cadastro Nacional De Estabelecimentos De Saúde (Cnes): Informação E Gestão Do Trabalho Em Saúde (Infogets).,Desenvolver Estratégias Sustentáveis Para A Atualização Das Informações Da Força De Trabalho Em Saúde No Âmbito Do Cadastro Nacional De Estabelecimentos De Saúde (Cnes-Profissional).,Osvaldo Peralta Bonetti,ANGICOS,25027.000444/2023-72,TED,MINISTÉRIO DA SAÚDE,TED MS,108/2023,Ensino,2024-01-10,2026-06-19,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",5123000.0,5019236.06,256150.0,4537505.4,139970.0,341760.66,341760.66,0.0,90.4,5.0
32,GEREB-009-FIO-24,Territórios Saudáveis E Sustentáveis Na Promoção Do Cuidado: Abordagem Interseccional E Intersetorial Na Promoção Da Saúde.,"Desenvolver Processos De Formação-Ação, Numa Abordagem Interseccional E Intersetorial, Junto Aos Territórios, Visando A Promoção Da Saúde E Estimular E Fortalecer Territórios Saudáveis E Sustentáveis Na Promoção Do Cuidado Com Equidade E O Protagonismo Popular Na Integração Com O Sus.",André Luiz Dutra Fenner,PSAT,25027.000367/2023-51,TED,MINISTÉRIO DA SAÚDE,TED MS,168/2023,Ensino,2024-01-12,2028-01-12,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",24300010.0,20314615.68,6060007.0,11206819.27,2342884.88,6764911.53,6764911.53,0.0,55.17,24.94
33,GEREB-011-FIO-24,Diagnóstico E Análise Da Transformação Digital Em Saúde No Brasil: Usos Atuais E Políticas Regulatórias,"Analisar Criticamente Os Instrumentos Atualmente Vigentes E Propor O Desenho Institucional E Regulatório De Saúde Digital No Estado Brasileiro, Por Meio Do Desenvolvimento De Diagnóstico Abrangente E De Propostas Normativas E Técnicas De Aperfeiçoamento E Atualização Visando Uma Regulação Estatal Adequada Para Garantir A Qualidade, A Segurança, A Eficácia E A Boa Governança Da Saúde Digital No Brasil.",Manoel De Araújo Amorim,NETHIS,25027.000438/2023-15,TED,MINISTÉRIO DA SAÚDE,TED MS,120/2023,Desenvolvimento Científico E Tecnológico,2024-01-16,2026-06-21,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1850253.0,1989500.54,0.0,1973991.68,13573.34,1935.52,1935.52,0.0,99.22,0.0
34,GEREB-010-FIO-24,Formação Em Políticas Públicas De Saúde Na Área De Concentração De Avaliação De Tecnologias Em Saúde (Mestrado Turma Ats),Formar Profissionais Para Utilizar A Avaliação De Tecnologias Em Saúde Na Tomada De Decisão No Âmbito Do Sistema Único De Saúde (Sus).,Flávia Tavares Silva Elias,PEPTS,25027.000356/2023-71,TED,MINISTÉRIO DA SAÚDE,TED MS,137/2023,Ensino,2024-01-12,2027-06-20,Inovação E Complexo Produtivo Em Saúde,2461725.0,2707527.45,125225.0,1285564.35,153987.43,1267975.67,1267975.67,0.0,47.48,5.09
35,GEREB-012-FIO-24,Estratégia De Enfrentamento Ao Racismo Na Saúde,"Fortalecimento Da Política Nacional Da Saúde Integral Da População Negra, Desenvolver E Monitorar As Ações Voltadas Para O Enfrentamento Ao Racismo.",Denise Oliveira E Silva,PALIN,25027.000448/2023-51,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,166/2023,Pesquisa,2024-01-24,2027-01-24,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",32210366.0,18517035.06,14952566.02,18091623.64,385545.8,39865.62,39865.62,0.0,97.7,46.42
36,GEREB-013-FIO-24,Fortalecimento Do Acesso A Plantas Medicinais E Fitoterápicos No Sus.,Fortalecimento Da Política Nacional De Plantas Medicinais E Fitoterápicos No Sus.,Wagner de Jesus Martins,COLABORATÓRIO,25027.000445/2023-17,TED,MINISTÉRIO DA SAÚDE,TED MS,142/2023,Extensão,2024-01-24,2028-01-24,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",9000000.0,4275164.86,5000000.0,3598307.85,605059.13,71797.88,71797.88,0.0,84.17,55.56
37,GEREB-014-FIO-24,"Fortalecimento Da Rede De Atenção Psicossocial No Sistema Único De Saúde: Gestão, Formação E Pesquisa.","Apoiar A Reestruturação E O Fortalecimento Da Política Nacional De Saúde Mental, Álcool E Outras Drogas Na Rede De Atenção Psicossocial, Por Meio Da Formação, Monitoramento E Pesquisa, Com Foco Na Equidade E Na Qualidade Do Cuidado.",André Vinícius Pires Guerrero,NUSMAD,25027.000407/2023-64,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,86/2023,Pesquisa,2024-01-29,2028-01-29,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",46838859.0,31841001.55,17865457.01,18777328.0,3268655.92,9795017.63,9795017.63,0.0,58.97,38.14
38,GEREB-017-FIO-24,Cidades Saudáveis É Promoção Da Saúde: Formação De Lideranças Sociais E Conselheiros E Conselheiras De Saúde Para Participação E O Controle Social,"Desenvolver Processo Formativo, Pautado Nos Princípios Da Educação Popular Em Saúde, Como Uma Ferramenta Para O Fortalecimento Da Participação E Controle Social, Por Meio Do Acolhimento E Troca De Saberes Como Estratégia Para Ressignificação E Protagonismo De Lideranças Comunitárias, Conselheiras E Conselheiros De Saúde, Com Destaque A Proteção De Populações Em Situação De Vulnerabilidade Social E Econômica.",Osvaldo Peralta Bonetti,ANGICOS,25027.000234/2024-65,EMENDA PARLAMENTAR,DEP. ANA PAULA LIMA,,4310004,Ensino,2024-07-01,2026-07-01,"Ciência, Tecnologia, Saúde E Sociedade",500000.0,526389.61,0.0,525086.04,0.0,1303.57,1303.57,0.0,99.75,0.0
