item,projeto_id_fiotec,titulo_projeto,objetivo_geral,coordenador_geral,coordenacao,numero_processo,tipo_instrumento_contratual,parceiro,categoria_teds,numero_instrumento_contratual,natureza_projeto,data_inicio_vigencia,data_fim_vigencia,eixo_mapa_estrategico_fiocruz,valor_total_projetos,recurso_liberado,recurso_a_receber,total_realizado,total_comprometido,saldo_total_atual,saldo_calculado,diferenca_saldo,percentual_realizado_sobre_liberado,percentual_receber_sobre_total
86,GEREB-007-FIO-25,A Gente Quer A Vida Como A Vida Quer: A Formação-Ação De Agentes Populares De Equidade Em Saúde No Rio Grande Do Sul – Fase 2.,"Realizar A Segunda Fase Da Formação-Ação Para Agentes Populares De Saúde No Rio Grande Do Sul Abordando A Promoção Da Saúde Com Equidade Nos Territórios Vulnerabilizados Do Rio Grande Do Sul, Visando Reduzindo Os Impactos Da Enchente De 2024 E Construindo O Bem Viver.",André Luiz Dutra Fenner,PSAT,25027.000518/2024-51,EMENDA PARLAMENTAR,DEP. DAIANA SANTOS,,43320013,Ensino,2025-01-06,2027-01-06,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",850000.0,607028.99,265000.0,545967.98,36200.0,24861.01,24861.01,0.0,89.94,31.18
87,GEREB-071-FEX-24,Saúde Pública De Precisão E Transformação Digital Na Saúde Do Distrito Federal.,"Apoiar A Realização De Desenvolvimento E Aplicação De Inovações Para Promoção De Saúde Pública De Precisão Através Da E Produção De Soluções Digitais Para A Plataforma De Dados Do Sistema Público De Saúde Do Distrito Federal (Sus/Df), Resultando Em Transformação Digital E Disrupção Tecnológica, Com Foco Na Efetivação Da Cidadania, Na Eficiência Da Gestão, Na Humanização E Equidade Da Assistência, Na Promoção Da Inteligência Epidemiológica.",Wagner de Jesus Martins,COLABORATÓRIO,25027.000075/2024-07,CONVÊNIO PD&I,SES/DF,,143/2024,Desenvolvimento Científico E Tecnológico/ Estímulo À Inovação,2024-12-27,2028-12-27,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",13000000.0,6421331.93,6849794.67,5604702.58,763247.0,53382.35,53382.35,0.0,87.28,52.69
88,GEREB-010-FIO-25,Qualificação Profissional Para O Fortalecimento Dos Direitos Sexuais E Reprodutivos Na Atenção Primária À Saúde Do Df,"Qualificar Os Conhecimentos E Práticas Dos Profissionais De Saúde Na Atenção Primária À Saúde Do Df Sobre O Cuidado Integral À Saúde Sexual E Reprodutiva, Incluindo Os Cuidados Às Pessoas Em Situações De Abortamento E Pós-Aborto.",Luciana Sepúlveda Köptcke,EGF,25027.000364/2024-06,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260001,Extensão,2025-01-10,2027-01-10,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1000000.0,344518.12,164224.0,338015.68,6000.0,502.44,502.44,0.0,98.11,16.42
90,GEREB-018-FIO-25,"Educação Permanente Em Saúde: Capacitação De Trabalhadoras(Es), Gestoras(Es) E Usuárias(Os) Do Sus","Qualificar Os Profissionais De Saúde Do Sus, Por Meio Da Produção E Oferta De Cursos E Recursos Educacionais, Da Atualização, Adaptação E Reoferta De Cursos Produzidos No Âmbito Da Rede Unasus, Demandados Pela Secretaria De Gestão Do Trabalho E Da Educação Na Saúde E Da Transposição De Cursos, Outrora Ofertados E Disponibilizados Por Outras Plataformas Educacionais Para Oferta Pela Secretaria Executiva/Unasus.",Luciana Rezende Da Silva Garcez,UNASUS,25027.000514/2024-73,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,153/2024,Ensino,2025-03-12,2029-03-12,"Ciência, Tecnologia, Saúde E Sociedade",34797400.0,11682598.45,23397400.01,6202585.92,2129508.65,3350503.88,3350503.88,0.0,53.09,67.24
89,GEREB-017-FIO-25,Cultivando Saúde No Campo - Formação-Ação De Agentes Populares Em Saúde Do Campo (Apsc) Em São Paulo.,"Promover A Saúde No Campo Por Meio Da Formação-Ação De Agentes Populares Em Saúde Do Campo (Apsc) Com Ênfase Na Discussão Dos Sistemas Alimentares E Seus Impactos Na Saúde Das Populações Do Campo, Para Atuarem Como Multiplicadores Nos Territórios Da Reforma Agrária No Estado De Sp.",André Luiz Dutra Fenner,PSAT,25027.000289/2024-75,EMENDA PARLAMENTAR,DEP. JULIANA CARDOSO,,44020014,Ensino,2025-02-26,2026-08-26,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",600000.0,148449.28,458000.0,125730.92,0.0,22718.36,22718.36,0.0,84.7,76.33
91,GEREB-020-FIO-25,O Saber E O Fazer Dos Agentes Populares Em Saúde Do Campo No Distritofederal,"Promover A Saúde No Campo Por Meio Da Formação-Ação De Agentes Populares Em Saúde Do Campo (Apsc) Com Ênfase Na Discussão Dos Sistemas Alimentares E Seus Impactos Na Saúde Das Populações Do Campo, Para Atuarem Como Multiplicadores Nos Territórios Da Reforma Agrária No Estado Do Df.",André Luiz Dutra Fenner,PSAT,25027.000301/2024-41,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260001,Ensino,2025-03-12,2026-09-12,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",450000.0,96194.84,356750.0,91028.66,10331.86,-5165.68,-5165.68,0.0,94.63,79.28
92,GEREB-019-FIO-25,"Estratégias De Educação E Pesquisa Para A Gestão Em Saúde Mental, Álcool E Outras Drogas","Apoiar A Implementação De Estratégias De Pesquisa E Educação Para A Qualificação Da Gestão E Da Atenção No Âmbito Da Política Nacional De Saúde Mental, Álcool E Outras Drogas Na Rede De Atenção Psicossocial, Por Meio Da Realização De Um Censo, Supervisão Institucional E Apoio Técnico.",André Vinícius Pires Guerrero,NUSMAD,25027.000535/2024-99,TED,MINISTÉRIO DA SAÚDE,TED MS,116/2024,Ensino,2024-12-09,2026-12-09,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",48080942.73,24726032.7,24720942.73,11249894.92,4997465.8,8478671.98,8478671.98,0.0,45.5,51.42
93,GEREB-022-FIO-25,Projeto De Desenvolvimento Institucional Da Fiocruz Brasília - Pidi Ii,"Desenvolver E Implementar Ações Para Aumentar A Eficiência E Efetividade Da Gestão Institucional, Promovendo A Inovação Na Gestão E O Aumento Do Impacto Das Atividades Da Fiocruz Brasília Para A Comunidade Da Fiocruz, Para O Governo E Para A Sociedade.",Juliana Bezerra De Souza,GESTÃO,25027.000037/2025-27,LOA,LOA,,19/2025,Desenvolvimento Institucional,2025-04-24,2027-04-24,"Ciência, Tecnologia, Saúde E Sociedade",1000000.0,8654.46,993199.97,-3500.0,163500.0,-151345.54,-151345.54,0.0,-40.44,99.32
94,GEREB-023-FEX-25,Institucionalização Do Uso De Evidências Para A Política Nacional De Promoção Da Saúde (Pnps) - Revisões Rápidas E Desenvolvimento De Competências,Apoiar O Fortalecimento Da Capacidade Institucional Do Ministério Da Saúde Para A Incorporação De Ferramentas De Tradução Do Conhecimento Voltados Para A Promoção Da Saúde.,Jorge Otávio Maia Barreto,COLABORATÓRIO,25027.000436/2024-15,CARTA ACORDO,OPAS,,SCON2025-00031,Extensão,2025-04-18,2027-04-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",500000.0,459200.0,40800.0,341920.0,37000.0,80280.0,80280.0,0.0,74.46,8.16
95,GEREB-021-FIO-25,Formação De Facilitadores Da Aprendizagem No Campo Da Educação Popular Em Saúde Voltada Para A Participação Social Nos Territórios,"Promover A Formação De Facilitadores De Aprendizagem No Campo Da Educação Popular Em Saúde Voltada Para A Promoção Da Participação Social Nos Territórios, Congregando Representações De Todas As Regiões Do Brasil, Considerando Suas Características Territoriais, Saberes E Práticas Locais Contribui Com O Processo De Fortalecimento Da Política Nacional De Educação Popular Em Saúde No Âmbito Do Sistema Único De Saúde (Pneps-Sus) E Do Programa De Participação Social Com Educação Popular Nos Territórios.",Osvaldo Peralta Bonetti,ANGICOS,25027.000538/2024-22,TED,SECRETARIA GERAL DA PRESIDÊNCIA DA REPÚBLICA,TED SG-PR,013/2024,Ensino,2025-05-12,2026-06-15,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",411414.0,431111.48,0.0,424768.18,0.0,6343.3,6343.3,0.0,98.53,0.0
96,GEREB-024-FEX-25,Vigilância Popular No Cotidiano Da Atenção À Saúde Nos Territórios: Formação De Agentes Comunitários De Saúde E Produção De Conexões Em Linhas De Cuidado Em Agravos Prioritários No Estado Do Rio Grande Do Sul (Saúde Prá Gente),"Desenvolver O Trabalho De Vigilância Comunitária Realizado Pelos Agentes Comunitários De Saúde E Agentes Comunitários De Endemias Do Estado Do Rio Grande Do Sul E Desenvolver Tecnologias E Metodologias Para Produzir Inovações Na Atenção Básica Em Saúde Por Meio De Conexões Entre Educação, Trabalho E Participação Social Nos Territórios",Osvaldo Peralta Bonetti,ANGICOS,25027.000504/2024-38,CONVÊNIO PD&I,GRUPO HOSPITALAR CONCEIÇÃO-GHC,,001/2025,Extensão,2025-05-28,2028-05-28,Inovação E Complexo Produtivo Em Saúde,12630885.0,0.0,12630885.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
97,GEREB-026-FIO-25,"Apoio E Fomento Às Ações De Formação E Pesquisa, Visando A Qualificação E Educação Permanente Dos Profissionais Do Sistema Único De Saúde.","Implementar Ações De Apoio À Formação Profissional Dos Trabalhadores Do Sus, De Forma A Contribuir Para A Promoção, Fomento E Execução Das Políticas De Educação Permanente E De Comunicação No Campo Da Gestão Do Trabalho E Educação Na Saúde, Que, Articuladas Com Iniciativas De Pesquisa E Cooperação Internacional, Resultem Em Inovação E Melhoria Contínua Dos Processos Formativos.",Luciana Rezende Da Silva Garcez,UNASUS,25027.000169/2025-59,TED,MINISTÉRIO DA SAÚDE,TED MS,148/2024,Ensino,2025-07-31,2029-01-31,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",34365486.0,9489755.49,25233147.58,3057339.13,463762.71,5968653.65,5968653.65,0.0,32.22,73.43
98,GEREB-025-FEX-25,Diálogos Sobre Economia Solidária (Des) Para A Promoção De Territórios Saudáveis E Sustentáveis No Distrito Federal/Df.,"Desenvolver Ações Estratégias De Empoderamento Social Para O Fortalecimento Da Governança, Gestão Dos Territórios E Fomento Na Geração De Trabalho E Renda No Df.",Wagner de Jesus Martins,COLABORATÓRIO,25027.000048/2023-45,CONVÊNIO PD&I,INSTITUTO BRB,,209/2023,Pesquisa,2025-07-03,2027-07-03,"Ciência, Tecnologia, Saúde E Sociedade",380000.0,198290.49,190000.0,122619.78,54700.0,20970.71,20970.71,0.0,61.84,50.0
99,GEREB-027-FIO-25,Apoio Para A Gestão Do Trabalho E Da Educação Na Saúde No Município De Rio Grande/Rs,"Ofertar Apoio Aos Processos De Gestão Do Trabalho E Da Educação Na Saúde Do Município De Rio Grande, Contribuindo Com A Qualificação E Direcionamento De Processos De Trabalho E De Produção Do Cuidado",Osvaldo Peralta Bonetti,ANGICOS,25027.000134/2025-10,EMENDA PARLAMENTAR,DEP. ALEXANDRE LINDENMEYER,,42950012,Ensino,2025-09-16,2028-03-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1500000.0,731027.88,805000.0,424240.06,117000.0,189787.82,189787.82,0.0,58.03,53.67
100,GEREB-029-FIO-25,"Fortalecimento De Ações Estruturantes Voltadas À Promoção De Direitos, Sustentabilidade, Justiça Social E Enfrentamento Ao Racismo Religioso, Para Os Povos E Comunidades Tradicionais De Terreiro E De Matriz Africana","Fortalecer Ações Estruturantes Voltadas À Promoção De Direitos, Sustentabilidade, Justiça Social E Enfrentamento Ao Racismo Religioso, Para Os Povos E Comunidades Tradicionais De Terreiro E De Matriz Africana.",Valber Da Silva Frutuoso,PALIN,25027.000225/2025-55,TED,MINISTÉRIO DA IGUALDADE RACIAL,TED MIR,6/2025,Extensão,2025-10-13,2027-05-13,Saúde E Sustentabilidade Socioambiental,5056750.0,3452166.09,1682420.97,1811355.98,1090895.5,549914.61,549914.61,0.0,52.47,33.27
101,GEREB-028-FIO-25,Fortalecimento Das Políticas Públicas Junto Às Comunidades Quilombolas No Âmbito Do Programa Aquilomba Brasil,"Acompanhar, Monitorar E Qualificar As Políticas Públicas Junto Às Comunidades Quilombolas No Ámbito Do Programa Aquilomba Brasil.",Raphael Alexandre Henriques Patrício,PALIN,25027.000235/2025-91,TED,MINISTÉRIO DA IGUALDADE RACIAL,TED MIR,8/2025,Extensão,2025-10-13,2027-04-13,Saúde E Sustentabilidade Socioambiental,2074800.0,2039388.01,89599.77,1259745.5,487551.19,292091.32,292091.32,0.0,61.77,4.32
102,GEREB-030-FIO-25,"Fortalecer A Implementação De Estratégias De Promoção, Prevenção E Diagnóstico Para Hiv/Aids, Tuberculose, Micoses Endêmicas, Hepatites Virais E Ist, Nas Três Instâncias De Gestão Do Sus, Alinhadas À Equidade, Visando À Resiliência E À Sustentabilidade Da Resposta Nacional","Fortalecer, De Forma Integrada E Articulada Entre Os Níveis Federal, Estadual E Municipal Do Sus, A Implementação De Estratégias De Promoção Da Saúde, Prevenção E Diagnóstico Oportuno Do Hiv/Aids, Tuberculose, Micoses Endêmicas, Hepatites Virais E Outras Infecções Sexualmente Transmissíveis, Com Foco Na Equidade, Na Redução Das Vulnerabilidades E Na Consolidação De Uma Resposta Nacional Resiliente E Sustentável.",Noely Fabiana Oliveira De Moura,NEVS,25027.000155/2025-35,TED,MINISTÉRIO DA SAÚDE,TED MS,018/2025,Extensão,2025-10-21,2030-10-21,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",40000000.0,4152683.55,36000000.0,621031.84,112520.0,3419131.71,3419131.71,0.0,14.95,90.0
103,GEREB-011-FIO-25,"Promover O Protagonismo Das Mulheres Do Campo, Das Águas E Das Florestas","Desenvolver Iniciativas Que Promovam A Participação Social, O Combate Às Violências E A Melhoria Da Qualidade De Vida Das Mulheres O Campo, Das Florestas E Das Águas",Osvaldo Peralta Bonetti,ANGICOS,25027.000430/2025-11,DISPENSA DE TED,MINISTÉRIO DAS MULHERES,,34/2025,Extensão,2025-12-30,2026-10-30,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",234000.0,242891.27,0.0,76934.86,0.0,165956.41,165956.41,0.0,31.67,0.0
104,GEREB-032-FIO-25,"Desenvolvimento De Ações De Apoio À Implementação, Qualificação E Fortalecimento De Políticas, Programas E Ações De Segurança Alimentar E Nutricional, No Contexto Das Mudanças Climáticas","Desenvolver Ações De Apoio À Implementação, Qualificação E Fortalecimento De Políticas, Programas E Ações Relacionadas À Segurança Alimentar E Nutricional, No Contexto Condição Das Mudanças Climáticas.",Denise Oliveira E Silva,PALIN,25027.000473/2025-04,TED,"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME",TED MDS,013/2025,Pesquisa,2025-11-18,2027-11-18,Saúde E Sustentabilidade Socioambiental,5990000.0,2458524.6,3594000.0,1071103.28,1407090.19,-19668.87,-19668.87,0.0,43.57,60.0
105,GEREB-033-FIO-25,Aprimorar A Capacidade Institucional Do Sistema Único De Saúde (Sus)Frente Às Emergências Em Saúde Pública,"Promover E Executar Ações Estratégicas Para O Aprimoramento Da Capacidade Institucional Nacional De Preparação, Vigilância E Resposta Às Emergências Em Saúde Pública, No Âmbito Do Sus.",Márcio Aldrin França Cavalcante,NUGP,25027.000469/2025-38,TED,MINISTÉRIO DA SAÚDE,TED MS,80/2025,Extensão,2025-12-30,2030-12-30,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",40000000.0,20118.26,39980000.0,0.0,12114.54,8003.72,8003.72,0.0,0.0,99.95
106,GEREB-001-FIO-26,Saberes E Práticas Da Enfermagem No Sus,"Impulsionar A Formação De Lideranças Em Enfermagem Para A Qualificação Da Prática E Da Representação Profissional, Com Vistas À Conquista Do Direito Universal À Saúde, Fortalecimento Do Sus, Valorização Dos Profissionais De Enfermagem E Qualificação Dos Cuidados Em Saúde, Com Ênfase Na Saúde Da Mulher, Práticas Integrativas E Complementares Em Cuidados Paliativos, E Educação Em Enfermagem, Articulada Com Implantação De Ferramenta De Produção, Disseminação E Difusão De Conhecimento Sobre A Enfermagem Brasileira.",Osvaldo Peralta Bonetti,ANGICOS,25027.000378/2025-01,EMENDA PARLAMENTAR,DEP. ANA PAULA LIMA,,43010018,Ensino,2026-01-09,2028-01-09,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",5000000.0,1407294.1,2391000.0,301613.28,240000.0,2103872.78,865680.82,1238191.96,21.43,47.82
107,GEREB-005-FIO-26,Minha Casa Minha Vida – Melhoria Habitacional,"Suporte Técnico-Científico À Linha De Atendimento De Melhorias Habitacionais No Programa Minha Casa Minha Vida Pmcmv – Para Promover Segurança, Saúde E Qualidade De Vida Para As Famílias De Baixa Renda.",Wagner de Jesus Martins,COLABORATÓRIO,25027.000426/2025-52,TED,MINISTÉRIO DAS CIDADES,TED MCIDADES,001/2025,Extensão,2026-01-14,2028-01-14,"Ciência, Tecnologia, Saúde E Sociedade",4000000.0,1407294.1,2600000.0,285297.34,113082.78,1008913.98,1008913.98,0.0,20.27,65.0
108,GEREB-004-FIO-26,"Sabores Que Cuidam, Saberes Que Alimentam: Os Agentes Populares De Saúde Do Campo E As Feiras Populares","Fortalecer Processos Comunitários De Promoção Da Saúde, Formação-Ação E Soberania Alimentar Em Territórios Rurais E Camponeses De Santa Catarina, Por Meio Da Qualificação Dos Agentes Populares De Saúde Do Campo (Apsc), Do Intercâmbio De Saberes Agroecológicos E Da Dinamização Pedagógica, Econômica E Sociopolítica Das Feiras Populares.",André Luiz Dutra Fenner,PSAT,25027.000582/2025-13,EMENDA PARLAMENTAR,DEP. PEDRO UCZAI,,28550001,Ensino,2026-01-13,2027-07-13,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1450000.0,131047.25,1319500.0,12484.56,0.0,118562.69,118562.69,0.0,9.53,91.0
109,GEREB-009-FIO-26,Abordagens Intersetoriais E Integradas Para Uma Política De Drogas Para Pessoas No Brasil – Fase Ii,"Promover A Articulação, A Qualificação E A Integração De Políticas Públicas Sobre Drogas Em Municípios Prioritários Das Unidades Da Federação, Com Ênfase Na Prevenção, Articulação Intra E Intersetorial E Formação De Trabalhadores.",André Vinícius Pires Guerrero,NUSMAD,25027.000522/2025-09,TED,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,TED MJSP,04/2023,Extensão,2026-01-14,2026-10-20,"Ciência, Tecnologia, Saúde E Sociedade",7168369.27,5621266.44,1688079.3,2083985.87,1970164.67,1567115.9,1567115.9,0.0,37.07,23.55
110,GEREB-007-FIO-26,"Mulheres Do Campo, Das Águas E Das Florestas Na Construção E No Fortalecimento Da Democracia Participativa E Representativa",Implementar Espaço De Diálogo E Construção Compartilhada No Sentido De Contribuir Com O Fortalecimento Da Participação Do Segmento Das Mulheres Nos Processos Da Democracia Participativa E Representativa.,Osvaldo Peralta Bonetti,ANGICOS,25027.000440/2025-56,DISPENSA DE TED,SECRETARIA GERAL DA PRESIDÊNCIA DA REPÚBLICA,,001/2026,Ensino,2026-01-12,2026-11-22,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",100000.0,100105.29,0.0,92701.33,0.0,7403.96,7403.96,0.0,92.6,0.0
111,GEREB-006-FIO-26,"Radar De Territórios – Eixo Estratégico Da ""Picaps (Projeto Radar De Territórios Da Plataforma De Inteligência Cooperativa Territorial Com A Atenção Primária À Saúde)","Promover O Fortalecimento Estratégico Da Articulação Social E Da Gestão De Iniciativas De Economia Solidária Em Territórios Do Distrito Federal, Para Consolidar A Governança Local E A Resiliência Socioeconômica.",Wagner de Jesus Martins,COLABORATÓRIO,25027.000422/2025-74,EMENDA PARLAMENTAR,DEP. REGINALDO VERAS,,44490005,Extensão,2026-01-14,2028-01-14,"Ciência, Tecnologia, Saúde E Sociedade",1300000.0,131830.96,1170000.0,100916.22,28200.0,2714.74,2714.74,0.0,76.55,90.0
112,GEREB-003-FIO-26,"Desenvolvimento De Territórios Saudáveis, Sustentáveis E Solidários No Estado Do Pará","Promover O Desenvolvimento Territorial Saudável, Sustentável E Solidário No Estado Do Pará, Por Meio Da Integração Entre Sociobioeconomia Agroecológica, Formação Popular E Tecnologias Sociais, Fortalecendo Práticas Comunitárias De Promoção Da Saúde, Segurança Alimentar E Economia Solidária.",Wagner de Jesus Martins,COLABORATÓRIO,25027.000563/2025-97,EMENDA PARLAMENTAR,DEP. AIRTON FALEIRO,,39010010,Extensão,2026-01-15,2027-07-15,Saúde E Sustentabilidade Socioambiental,400000.0,243341.24,160000.0,25149.23,0.0,218192.01,218192.01,0.0,10.33,40.0
113,GEREB-008-FIO-26,"Conexões De Saberes Iv – Ações De Educação Permanente, De Educação Popular, Promoção Da Equidade, Da Participação E Do Controle Social Em Defesa Do Sus,","Implementar Processos Educativos, Promotores Da Participação Popular, Do Controle Social E Qualificação Do Cuidado Em Saúde Contribuindo Com A Efetivação De Uma Rede De Agentes Educadores Populares Nos Territórios Do Sistema Único De Saúde Do Distrito Federal.",Osvaldo Peralta Bonetti,ANGICOS,25027.000513/2025-18,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260010,Ensino,2026-01-16,2028-07-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",8800000.0,6619101.85,4308000.0,969320.36,807846.44,4841935.05,4841935.05,0.0,14.64,48.95
114,GEREB-013-FIO-26,Saberes E Sabores Que Cuidam: Feiras Camponesas E Promoção Da Saúde Do Campo,Fortalecer A Formação-Ação Dos Agentes Populares De Saúde Do Campo (Apsc) Por Meio Da Construção E Intercâmbio De Saberes Da Agricultura Camponesa E De Sua Articulação Com A Promoção Da Saúde E A Agroecologia Nos Territórios Rurais E Camponeses.,André Luiz Dutra Fenner,PSAT,25027.000592/2025-59,EMENDA PARLAMENTAR,DEP. NILTO TATTO,,37350004,Ensino,2026-01-16,2027-07-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1000000.0,90377.76,910000.0,8449.39,38000.0,43928.37,43928.37,0.0,9.35,91.0
115,GEREB-015-FIO-26,"Entre Roças, Florestas E Ruas: Territórios Que Cultivam Saúde","Fortalecer Práticas Integradas De Promoção Da Saúde, Gestão Territorial Sustentável E Organização Comunitária Por Meio Da Articulação Entre Saberes Científicos, Conhecimentos Ancestrais E Práticas Socioterritoriais Das Populações Rurais, Periurbanas E Da Interface Campo–Cidade.",André Luiz Dutra Fenner,PSAT,25027.000595/2025-92,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260010,Ensino,2026-01-19,2027-07-19,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1800000.0,162678.46,1638000.0,15902.0,20000.0,126776.46,126776.46,0.0,9.78,91.0
116,GEREB-010-FIO-26,Ações De Educação Popular Para Promoção Da Saúde E Fortalecimento Da Participação Popular Nos Territórios,"Desenvolver Processo Formativo, Pautado Nos Princípios Da Educação Popular Em Saúde, Como Uma Ferramenta Para O Fortalecimento Da Participação E Controle Social, Por Meio Do Acolhimento E Troca De Saberes Como Estratégia Para Ressignificação E Protagonismo De Lideranças Comunitárias, Com Destaque Para A Defesa Dos Direitos Das Mulheres, Promoção Da Saúde E A Proteção De Populações Em Situação De Vulnerabilidade Social E Econômica.",Osvaldo Peralta Bonetti,ANGICOS,25027.000555/2025-41,EMENDA PARLAMENTAR,DEP. DENISE PESSOA,,43530003,Ensino,2026-01-16,2028-07-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",3000000.0,41400.0,2958600.0,41400.0,0.0,0.0,0.0,0.0,100.0,98.62
117,GEREB-018-FIO-26,Curso De Especialização Em Saúde Bucal Na Atenção Primária À Saúde,"Produzir O Curso De Especialização Em Saúde Bucal Na Atenção Primária À Saúde, Com O Propósito De Capacitar Os Cirurgiões Dentistas Para Uma Atuação Mais Abrangente, Resolutiva E Articulada Com As Diretrizes Do Cuidado Em Saúde Bucal No Âmbito Da Atenção Primária À Saúde.",Kellen Cristina Da Silva Gasque,UNASUS,25027.000441/2025-09,TED,MINISTÉRIO DA SAÚDE,TED MS,098/2025,Ensino,2025-01-16,2027-07-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",3922084.0,277655.0,3644429.0,29649.32,0.0,248005.68,248005.68,0.0,10.68,92.92
118,GEREB-017-FIO-26,Economia Solidária Promove Saúde Nas Periferias,Promover A Inclusão Produtiva Solidária Com Geração De Renda E O Fortalecimento Comunitário E Da Equidade Em Saúde Com Desenvolvimento Sustentável.,Wagner de Jesus Martins,COLABORATÓRIO,25027.000418/2025-14,TED,MINISTÉRIO DA IGUALDADE RACIAL,TED MIR,018/2025,Pesquisa,2025-10-01,2027-10-01,"Ciência, Tecnologia, Saúde E Sociedade",500000.0,497987.69,5000.01,48973.07,0.0,449014.62,449014.62,0.0,9.83,1.0
119,GEREB-020-FIO-26,Apoio À Gestão Dos Bancos De Avaliadores Da Residência Médica E Da Residência Em Área Profissional Da Saúde,"Implementar Uma Estratégia Integrada De Apoio À Gestão Do Banco De Avaliadores Da Residência Médica E Do Banco De Avaliadores Da Residência Em Área Profissional Da Saúde, Com Vistas A Qualificar Os Processos De Avaliação Em Consonância Às Normativas Da Cnrm E Da Cnrms, Assegurar Sua Transparência E Garantir A Educação Permanente De Avaliadores.",Luciana Sepúlveda Köptcke,EGF,25027.000472/2025-51,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,82/2025,Ensino,2026-01-16,2029-01-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",9990288.0,799738.25,9192563.5,83973.01,40657.03,675108.21,675108.21,0.0,10.5,92.01
120,GEREB-011-FIO-26,Promoção Da Saúde No Campo – Formação-Ação De Agentes Populares Em Saúde Do Campo (Apsc) No Maranhão,"Promover A Saúde No Campo Por Meio Da Formação-Ação De Agentes Populares De Saúde Do Campo (Apsc), Com Ênfase Na Saúde Das Mulheres, Nas Práticas Populares Promotoras De Cuidado E Na Agroecologia, Para Atuarem Como Multiplicadores Nos Territórios Rurais E Camponeses Do Estado Do Maranhão.",André Luiz Dutra Fenner,PSAT,25027.000586/2025-00,EMENDA PARLAMENTAR,DEP. MÁRCIO JERRY,,38930008,Ensino,2026-01-19,2027-07-19,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",267993.0,24219.88,243873.64,2586.17,2546.4,19087.31,19087.31,0.0,10.68,91.0
121,GEREB-019-FIO-26,Expansão E Ativação Da Rede De Hortos Agroflorestais Medicinais Biodinâmicos (Rhamb) Na Ses-Df,Fortalecer A Rede Colaborativa Entre Os Hortos Agroflorestais Medicinais Biodinâmicos (Hamb) Nos Serviços De Saúde Da Secretaria De Estado Da Saúde Do Distrito Federal (Ses/Df).,Wagner de Jesus Martins,COLABORATÓRIO,25027.000506/2025-16,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260010,Pesquisa,2026-01-16,2028-01-16,Saúde E Sustentabilidade Socioambiental,550000.0,50230.47,499999.99,16108.57,0.0,34121.9,34121.9,0.0,32.07,90.91
